crop_type,region,season,soil_type,irrigation_method,temperature_C,humidity_percent,rainfall_mm,leaf_wetness_hrs,soil_pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,days_since_last_rain,plant_age_days,pesticide_applied,fertilizer_kg_ha,disease_label
rice,West,Zaid,,Rainfed,23.387245610652474,71.16920978120221,11.032447710718575,9.384460842775924,5.133589011239063,174.83562925520954,41.236937000407956,72.71672646761208,,108.0,1.0,78.49445589275072,Fungal
Soybean,,Zaid,,FLOOD,23.72986752929279,63.89491536120918,82.97551264101047,19.2726354135917,8.179659603581412,112.53141700929234,24.640062707402606,31.24774089189274,,65.0,1.0,55.92976069135524,Healthy
cotton,North,RABI,,,21.222991819095547,57.37860863667778,11.665093746261899,8.155263369686502,7.694970454361731,85.25558210478985,81.7742430660475,135.02853928597835,45.0,52.0,1.0,49.246929652465255,Healthy
rice,,,CLAY,Flood,28.33942137115907,64.8374061703274,38.43428449707824,6.99600742002631,7.203225889955456,143.55626989353698,35.35133729915464,91.25946027994372,30.0,20.0,0.0,10.337465305573545,Fungal
WHEAT,West,Rabi,loamy,Drip,33.6994645363894,61.566149511595945,17.713672599384243,15.628354393021588,7.365887970820639,79.63426311457025,24.260088796398612,101.9246701206281,36.0,29.0,0.0,38.895491048837144,Pest Damage
Maize,,kharif,sandy,drip,21.97762941776497,105.59184167742424,15.534062098718397,23.408966058661377,6.934893147792595,155.7097729304421,57.250237481604415,81.36768095278846,58.0,80.0,1.0,35.056747525322876,Fungal
cotton,Central,RABI,,drip,26.834959185096526,75.50393517811071,17.477956668797297,1.502975258758367,8.76826943294348,179.7201528033156,54.00492102363672,68.46311559393247,31.0,79.0,0.0,81.31328457228437,Fungal
Maize,,Kharif,Clay,,25.265069729543804,53.039555742493675,27.662051343740455,20.034921709930344,6.153600373508029,104.99652529067004,42.534062148813135,81.47059090892193,13.0,102.0,1.0,76.78655116786481,Bacterial
Wheat,north,kharif,Sandy,FLOOD,29.900983074322177,76.05280430070748,74.58574692907091,2.9185160222373785,7.2072932330405814,169.74107792754373,64.37935771370348,90.7295892173741,37.0,70.0,1.0,47.81023429902239,Fungal
Cotton,,kharif,,,40.49635882273191,49.21595799688349,56.97118798204122,8.277554814197972,6.118697866550519,138.93819944560593,54.06734103709971,98.90911525488714,18.0,42.0,1.0,52.619671524716026,Pest Damage
Maize,East,,,Rainfed,36.034324917776885,54.77075346698119,23.865573185347028,,6.958223117058128,161.5788539338423,103.98358263577542,82.21640158869212,,17.0,1.0,56.612670155377614,Pest Damage
rice,north,Kharif,Clay,Sprinkler,24.684995491287637,68.92543308014653,13.260359163202892,17.249744642543682,7.926995187345025,100.50377422862405,56.1428829644042,69.53034195052547,47.0,117.0,1.0,55.78564906017848,Healthy
WHEAT,Central,,,Rainfed,31.93350249340787,78.00502228645989,77.04849194508031,,5.920956282576194,138.70229640822092,34.54914854344001,77.27022586616015,36.0,70.0,0.0,53.1580173887489,Fungal
Wheat,Central,RABI,Loamy,Sprinkler,,65.74900061993277,81.66580041494016,2.448263046776675,4.692019202018735,,66.00403742383529,100.73742419010331,13.0,97.0,1.0,64.46688541152027,Fungal
Soybean,West,Zaid,Clay,,25.421277602334502,85.53243056852985,24.181744916544403,17.87540285083794,5.978750421451003,96.43130488914298,67.66118326323769,59.15859219268586,5.0,31.0,0.0,48.546777379435845,Healthy
Maize,South,RABI,CLAY,,26.306246958192823,52.86169595706969,,7.735017490589603,4.821207881544621,109.44196357496344,53.299758867500614,109.10829619211383,46.0,114.0,1.0,19.445007968431888,Healthy
Maize,South,kharif,Silty,Rainfed,31.47555464527807,68.0860651739612,18.434687844075853,21.645863896605817,6.692702239087836,137.2835545418416,26.732018864485894,119.86770185292508,58.0,65.0,1.0,34.1372457092978,Bacterial
Cotton,East,kharif,,FLOOD,26.837914106341564,76.51756812530333,6.458317608822467,6.677203687061318,6.365116603987299,86.25218702439585,90.93205117574064,57.54825483744199,11.0,95.0,1.0,52.57694187715702,Fungal
cotton,SOUTH,,,,20.687362655666774,52.01062055029746,15.513824062697022,16.65268679150192,4.941326755044835,83.9564970259525,34.75092093141012,97.09805846984241,31.0,57.0,0.0,84.52810393210517,Healthy
Rice,Central,Zaid,,,23.558369723179673,44.58873322142886,45.83876336457868,3.9541392086941176,3.7240774356025095,81.68760234357339,77.67209378562175,68.3696311809627,5.0,30.0,1.0,76.72035122901045,Healthy
rice,,Kharif,loamy,,30.52631650582861,71.1778063049634,58.68450312361741,22.990729887997997,6.522064104958773,96.72929216629888,84.65647499111451,36.34085442644437,38.0,30.0,0.0,14.64483297848853,Pest Damage
Rice,West,kharif,sandy,,17.973259388778104,54.97489240857354,76.32869146376267,0.10378412626513533,9.880544751578881,128.58861707563818,53.800612254418795,92.20947545815747,6.0,70.0,0.0,43.928333652873796,Healthy
Maize,SOUTH,Rabi,Sandy,Sprinkler,29.77855619311596,63.55055762940859,0.7148578921488019,5.588447455501936,,104.80376858187705,77.59053209916416,94.4054226327241,19.0,63.0,0.0,32.62417462208532,Healthy
Soybean,South,,CLAY,,24.904134273716696,90.4764194953332,26.65289842103258,16.2226587847633,5.902009491399768,158.33079890984118,79.34158220736839,86.33623973455917,48.0,,0.0,58.88550864669575,Fungal
Cotton,West,kharif,Silty,Rainfed,37.06032646714299,54.358066390919674,12.803919353995747,20.484581517340125,5.062950122013539,76.67940802464705,38.55647907383819,108.32048235288465,16.0,15.0,1.0,53.13270740418844,Pest Damage
Rice,East,Zaid,,FLOOD,22.342089752577614,59.577378977204866,46.075398129902645,23.84537542305438,,135.39301774144982,89.42092085684274,81.36209627795893,32.0,34.0,1.0,45.5523911093481,Healthy
Rice,,Rabi,,FLOOD,32.42891715367661,63.89187020326886,,4.158255286549023,5.578127762183866,108.99113369228395,66.58640341998692,75.7006665869113,50.0,41.0,1.0,55.40413871253603,Bacterial
maize,East,,Sandy,drip,30.00051586197987,80.76109239439525,33.41426363500529,7.371452152556441,5.246980557349414,116.85684072754647,16.708968341105894,95.04623560636188,44.0,70.0,0.0,56.2358162403847,Bacterial
rice,,,CLAY,Drip,27.45305893916366,57.98234314197498,49.78660513195776,21.404448504993567,7.710739407923339,140.5312464350589,63.96312933324794,92.4389333990862,33.0,44.0,1.0,43.44909365685845,Healthy
Rice,,kharif,CLAY,Sprinkler,,71.33047932870426,58.7983307685429,0.7799979803286146,5.86227493650858,40.96543431190106,48.8210295628232,94.75189610933236,46.0,71.0,1.0,61.434125909170376,Bacterial
maize,,Rabi,sandy,FLOOD,32.053218677239414,72.4341754515638,12.559305618212695,17.599723735335928,6.629902259195537,55.86797405740036,68.91794514176914,63.64253067120568,43.0,82.0,1.0,,Fungal
cotton,SOUTH,kharif,Sandy,Drip,37.51257072199045,69.054055057606,3.6772502357055217,10.153246152528693,7.14738668495161,118.12006549452973,47.197939597835585,82.07335333404875,12.0,34.0,0.0,81.30374475641432,Bacterial
Wheat,,RABI,Clay,Rainfed,,60.20695545383498,9.87252757636995,16.5316324770842,4.948476396163373,113.32516899231675,47.32245657801778,78.83705874170063,36.0,112.0,1.0,39.96940757760228,Bacterial
Soybean,East,Zaid,,FLOOD,28.72937037553868,69.35476206829384,36.56486481772882,12.59760292415957,5.683675648938488,77.15628616646137,39.28508267931811,92.53913434309794,52.0,98.0,1.0,82.7140521971179,Fungal
maize,,Zaid,,,19.336413288332956,78.81872038732763,1.6516002287414437,15.050685284169905,8.382948690859948,180.1556253185649,64.49701444267286,92.58432687041028,36.0,111.0,1.0,79.29048502277436,Healthy
Rice,,Kharif,Clay,,36.40272473744647,58.087799897423004,6.91997858215387,15.999929045747898,5.738922620296765,85.24217438655957,70.40418194653803,70.63853865531581,2.0,58.0,0.0,36.27038970573776,Pest Damage
maize,South,kharif,Clay,Flood,27.39894226661751,,215.92310060967367,,5.922395807941706,104.0310126705123,59.944216345140866,52.283149161914515,3.0,17.0,1.0,72.01612850789745,Fungal
Soybean,north,Zaid,Silty,Drip,21.266691856753916,56.499935290843226,,15.949511470729869,6.105730794145277,154.49998259031958,,68.58062601859166,12.0,112.0,0.0,50.056483866229094,Healthy
Rice,north,RABI,loamy,drip,24.72585621871617,67.01399546175884,27.44895006490125,13.640350383255536,7.603993408150598,99.74733048643739,61.9327021195624,65.8667677259173,9.0,52.0,1.0,82.81072321043278,Healthy
maize,Central,,Silty,FLOOD,34.16007120689256,69.82461480716124,0.44272758581644955,,8.183503557323043,93.96455587004395,81.13870364962122,64.82840469556523,20.0,48.0,1.0,50.28319959014648,Bacterial
Maize,,kharif,sandy,,36.24866979035464,71.0806647834175,,18.624563357189444,6.732579464433415,131.67197254832567,39.1993294666771,88.37635535555916,14.0,119.0,0.0,77.0507439783355,Bacterial
maize,South,Rabi,Silty,,25.495298654479676,47.846579263492515,15.739407259789179,,6.558017584728796,97.70685854795201,33.269703388100154,54.74231283162608,18.0,43.0,1.0,59.61463473600719,Healthy
maize,West,Kharif,,drip,32.888926393338394,79.8833171581232,30.217351814195492,20.484314371029516,6.080899830103116,131.8454180373831,35.98557500732016,74.99392473052167,21.0,38.0,0.0,44.058961635820836,Fungal
rice,north,RABI,Loamy,Sprinkler,23.715543240736256,68.39875722389475,29.871906324787254,7.593658092066576,7.3442957768495205,135.39227636553812,27.218428216433338,65.01444429434393,7.0,52.0,0.0,34.05907920168299,Healthy
Rice,West,kharif,CLAY,Flood,,82.12387963805007,,17.89856234026446,6.033943335414921,131.37782127595955,39.72404033030961,49.67281959053287,53.0,69.0,1.0,33.16625890719135,Bacterial
maize,South,Rabi,sandy,,25.125014266418066,69.76581129802594,12.49303670190437,22.719870990487905,6.351779504824343,155.3691343773621,82.82385088359354,107.47322716527928,54.0,55.0,0.0,44.23542581037685,Healthy
Maize,,kharif,sandy,,31.667312912261522,64.65001723351318,33.79909477260264,8.819233894443581,8.259333848395713,108.42420894256198,26.010200435924872,109.84671573582051,45.0,55.0,0.0,44.10521571024385,Bacterial
maize,north,,sandy,,24.880580406919346,81.17252528420515,19.221725177786414,18.663386777559072,6.675325735978836,104.8783598713293,54.97604963846639,62.60042610597117,2.0,75.0,0.0,59.97624171936777,Fungal
maize,,Rabi,Sandy,FLOOD,26.960046542106593,200.0,21.927243261801905,6.9951066694101165,7.054719521277587,117.43415617651576,73.33097943023068,97.40710030093688,17.0,64.0,1.0,48.50352809238856,Pest Damage
Cotton,north,kharif,Clay,drip,23.742598619233284,58.13745102321463,2.28648508654434,4.213662370591598,6.06495579520314,35.10739856560481,60.23599868392508,100.67461622903717,1.0,72.0,1.0,80.57527193217425,Healthy
Soybean,North,,CLAY,Sprinkler,30.873374843418716,80.63864155992302,46.64820440369376,10.714245411229378,6.136929744767271,126.4104875800042,77.44975975991662,89.35983961082434,32.0,93.0,1.0,56.563413325764635,Fungal
Maize,SOUTH,kharif,,,24.54575179604072,59.17319760844977,8.690704337808615,19.3567718187184,4.842503430279893,110.11077179533883,48.39680006102364,28.89525955645952,38.0,96.0,0.0,61.08052237851626,Healthy
rice,,kharif,,Sprinkler,41.43033445563094,46.973849803327354,25.281248661017838,7.370940471742841,7.4875905757756085,131.47368612753746,50.14404766592598,74.98674560923227,0.0,40.0,1.0,48.35204946954195,Pest Damage
Maize,north,Rabi,Sandy,,34.23021549263143,49.18890705259537,22.78550801658696,7.078544837220735,6.133416667914457,93.11037736258179,52.20455197790886,105.6248555703695,0.0,118.0,1.0,82.49983469554806,Pest Damage
WHEAT,Central,,,,25.417505385197863,56.44149599269743,25.25508325198937,6.664200844151778,,160.358443652289,71.06605525811572,,59.0,53.0,1.0,36.7515140930139,Healthy
Rice,East,Kharif,Loamy,Drip,28.742388716027236,61.88528880263911,18.83510418362068,5.234903633339314,7.785718305055494,113.76725763603861,114.6044301262031,88.78640656255267,16.0,36.0,0.0,3.3725717283718737,Bacterial
rice,,kharif,Loamy,Flood,35.86166103552584,59.669134572438466,11.10321941296921,14.66666382769321,,145.0668006818169,59.8492345598878,70.06019669075576,12.0,30.0,0.0,35.85815574255696,Pest Damage
maize,north,,sandy,Flood,35.97765811283034,71.72672886268681,23.820065770134757,5.840085244898736,5.901129951339384,104.77521374895038,,85.48291107966656,32.0,69.0,1.0,49.66317750873217,Bacterial
Soybean,East,Rabi,,Sprinkler,27.2708164033574,75.28785966362317,1.892869761600734,22.437667729665225,6.1074560713514,,40.73750735414553,35.97320894850676,26.0,114.0,1.0,43.65065381327022,Fungal
Maize,East,Kharif,sandy,,19.775291049246626,62.600426179720564,11.09990059697595,8.302345121701155,4.548514881043755,73.34382265165127,94.80506249381938,57.12255993621811,57.0,77.0,1.0,38.12925150554636,Healthy
cotton,East,,,Sprinkler,27.012616583505796,54.715124967839834,61.456490033842485,13.017570167408284,7.050234338585275,54.104332422004774,52.2637889240409,73.86765499551372,30.0,53.0,1.0,,Healthy
Soybean,,RABI,CLAY,Rainfed,31.940093843696935,,74.01464412742266,9.820091091380455,7.0747514412868915,113.79247526760066,47.64210087864104,86.34504784395807,31.0,50.0,1.0,47.230750141127416,Pest Damage
Soybean,SOUTH,kharif,Silty,Flood,35.48168635489226,58.69660156315245,50.25408340939478,23.105177618180853,5.8060482263149416,119.39625147691345,55.80107854752469,127.73365648187945,5.0,89.0,1.0,102.01006462495286,Pest Damage
Cotton,north,Zaid,Loamy,Sprinkler,29.8743543954463,73.15354251336353,40.048248384928684,10.17627608186718,6.848850902626669,117.11444918705344,96.45121524415964,105.57893308512156,50.0,55.0,1.0,-5.0,Bacterial
Maize,north,Rabi,Clay,Sprinkler,27.83223865443336,97.27073029305122,66.69661549616825,13.528666757472891,7.308018188046284,111.32393348761052,48.77450798803613,67.66939555980473,49.0,58.0,0.0,62.14201373779271,Fungal
Soybean,North,RABI,Loamy,Sprinkler,29.013872584696355,93.37635817073686,5.470879202357005,18.322158239736908,5.524446342730304,107.95263502225514,59.49672999069675,88.91080213207378,2.0,18.0,0.0,66.24735998275285,Fungal
Soybean,,RABI,Loamy,FLOOD,29.555995503641483,70.6688004123599,29.79902582290893,4.111116893221235,6.298952549337837,140.26094178018886,9.677484022297527,70.30161213016103,28.0,47.0,0.0,63.25264677904763,Bacterial
rice,Central,,CLAY,Flood,36.04088089065344,53.2639280080082,4.9462140014904055,0.7834032614080133,6.7177784332829305,173.51680507068147,79.60570449986187,60.99179630502029,55.0,104.0,0.0,59.42629265594068,Pest Damage
Wheat,SOUTH,Zaid,Silty,Rainfed,34.54250096507024,82.1460321984963,60.17899254905477,10.918077966881116,7.016920528206485,197.62232469177164,54.27442565811725,72.49690652458935,10.0,96.0,1.0,51.93100174348282,Pest Damage
Wheat,north,,loamy,FLOOD,31.29132753954095,83.2942982694465,29.40515934633435,13.215385631121695,,152.83499222636317,78.24082678384661,66.6296545501776,25.0,,0.0,,Bacterial
Wheat,South,Rabi,sandy,Rainfed,32.995575876533024,59.854967333329704,66.43448760306556,6.889464928845691,6.1960713033216965,51.370640482255084,72.67781557522494,43.815948460238516,35.0,113.0,1.0,37.46491014479746,Bacterial
Wheat,,Kharif,sandy,,33.120063822926504,64.5772979839202,,11.100111980058042,5.741453681665671,151.52674336739122,63.1770724227795,127.91244610985765,6.0,11.0,0.0,23.190853709639903,Healthy
Maize,North,,sandy,Rainfed,28.18771601720009,49.11064335925868,25.110289142899674,14.763850940036043,4.828524930488764,151.1448262827427,51.00243862739953,54.66359161624463,49.0,,1.0,,Healthy
Maize,Central,Zaid,Sandy,,29.205643132711337,54.20499604744605,27.4766091654584,23.358550975344126,6.2103237707417716,116.97729459195304,61.26705286351141,48.64174659466336,57.0,28.0,1.0,85.61442823097155,Pest Damage
Maize,north,Zaid,CLAY,,31.00818317068844,64.74916130242217,,14.442651739227188,7.123816505015528,,33.18938426171901,72.4858437083897,33.0,23.0,0.0,41.52495165192988,Bacterial
Rice,north,RABI,Silty,,25.820564702425052,72.71152775719517,29.65261791757443,10.772575112499403,8.35194095895443,130.80485490414674,64.49550172925771,41.6366071874814,6.0,73.0,1.0,43.851287299489215,Healthy
Cotton,,,CLAY,Sprinkler,20.55378017355272,,45.261717088940784,0.5406838551009381,7.408722024187011,119.55786580597717,71.06453711188463,103.73660780714062,1.0,63.0,0.0,92.11007761737895,Healthy
Maize,Central,Zaid,Loamy,Drip,33.66749225036016,61.66513808751063,10.644949169248841,7.453997566297235,6.63889990635043,127.59740507560593,61.63907368492148,77.54733405016012,34.0,32.0,1.0,56.33912413589875,Bacterial
Rice,South,kharif,Loamy,drip,,-10.0,172.28321005150335,8.603663127950924,6.497130671693471,103.37708516824542,60.72182925311368,108.36038556551001,16.0,14.0,0.0,20.553998222775228,Healthy
cotton,,,Sandy,,22.28758347069556,,147.28230921310563,11.446669671595131,5.925806052467872,64.80704892268199,47.8779822021956,116.48987399793431,,37.0,1.0,96.74654647079332,Healthy
Maize,Central,Rabi,sandy,drip,28.258332604776935,87.69587700816956,,18.77210550648294,5.272570128545604,63.6771035126936,56.78923183237017,59.27291680324238,40.0,60.0,1.0,51.40477918915667,Fungal
Rice,East,Zaid,loamy,Drip,34.30224770332146,63.26045743149845,49.927195380405884,18.6212970282893,7.394126610099831,147.50902039889235,38.06177072808631,48.95207075918974,26.0,93.0,0.0,43.19805279194996,Bacterial
WHEAT,East,Kharif,Silty,Flood,30.81977524077743,76.51637775005523,1.2184370896297732,20.286863602357386,7.721259325753865,89.22564452854432,49.08891079584548,84.6185434980626,43.0,19.0,1.0,13.720391163649289,Bacterial
rice,North,kharif,,Flood,31.21351390759933,52.45131961048566,43.83496692104537,6.9598214127960505,5.32170062487918,74.114716624089,101.29622217001477,106.01521937368604,25.0,20.0,1.0,53.48505565179289,Healthy
Soybean,East,Rabi,Sandy,drip,33.25128894706739,70.0068715880424,39.128399458059334,8.315024196426311,7.755618805017901,73.50375452606798,61.774493350532694,94.26251511938513,5.0,85.0,1.0,,Bacterial
WHEAT,north,Rabi,Loamy,Drip,23.43360944132276,60.83111921856267,69.07476379400467,3.6057333737773316,6.761223630167207,105.71803542028019,69.70822654282033,59.85156059028334,7.0,80.0,1.0,69.76502335773168,Healthy
WHEAT,East,Kharif,sandy,Rainfed,26.05051934350769,86.34896132561835,14.517211910349225,20.577978628403155,7.332691797622787,165.47630790420578,59.474651155700194,89.34430661084609,15.0,33.0,1.0,50.022364537160826,Fungal
WHEAT,South,Kharif,,Flood,36.76469217976038,72.2507918373071,84.1526983003245,15.65364396238342,,115.64599134554938,61.312155917024945,80.89705906880519,6.0,78.0,1.0,59.537899389736296,Bacterial
